STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING,THEFT,DOWRY_DEATHS,OTHER_CRIMES,TOTAL_CRIMES
2,248,2002,10,5,6,45,0,112,178
2,429,2002,5,1,4,36,0,80,126
2,430,2002,6,0,4,25,0,49,84
2,528,2002,16,3,5,41,0,104,169
2,658,2002,6,3,10,202,0,162,383
2,785,2002,3,11,10,92,0,148,264
2,786,2002,1,3,0,17,0,23,44
2,787,2002,11,4,7,96,0,213,331
2,833,2002,11,1,4,56,0,80,152
2,834,2002,7,2,1,33,0,89,132
2,847,2002,0,1,0,16,0,27,44
2,867,2002,10,1,1,33,0,96,141
2,872,2002,99,38,57,740,0,1294,2228
3,87,2002,63,55,69,362,4,974,1527
3,137,2002,47,21,51,178,3,518,818
3,151,2002,0,0,2,0,0,50,52
3,152,2002,101,71,93,672,7,2576,3520
3,219,2002,38,33,54,180,4,552,861
3,243,2002,45,48,31,121,1,443,689
3,246,2002,76,46,62,186,4,1347,1721
3,249,2002,132,45,75,428,1,961,1642
3,281,2002,6,0,0,70,0,40,116
3,309,2002,42,40,48,180,2,647,959
3,311,2002,66,42,68,353,0,818,1347
3,328,2002,78,60,184,1749,6,2307,4384
3,330,2002,31,24,42,178,1,538,814
3,418,2002,50,36,36,285,0,723,1130
3,431,2002,65,41,118,236,2,1211,1673
3,445,2002,44,5,37,153,2,286,527
3,447,2002,55,23,38,217,6,555,894
3,484,2002,82,15,48,135,3,613,896
3,519,2002,60,69,84,422,0,1290,1925
3,580,2002,31,40,39,145,1,526,782
3,600,2002,41,2,9,57,0,104,213
3,603,2002,118,61,132,730,7,2206,3254
3,612,2002,103,27,50,199,0,632,1011
3,696,2002,0,1,1,5,0,6,13
3,788,2002,95,57,57,400,6,1266,1881
3,813,2002,131,67,114,533,9,1415,2269
3,866,2002,132,41,53,492,1,709,1428
3,872,2002,1732,970,1595,8666,70,23313,36346
4,42,2002,76,101,91,208,5,1604,2085
4,45,2002,102,0,11,63,8,422,606
4,50,2002,134,12,19,224,33,1890,2312
4,58,2002,98,23,49,155,0,650,975
4,77,2002,118,27,32,182,10,1127,1496
4,96,2002,277,20,75,409,23,2250,3054
4,106,2002,329,55,67,443,31,2363,3288
4,108,2002,58,17,41,242,17,1134,1509
4,110,2002,153,40,89,607,19,1883,2791
4,120,2002,188,17,43,395,51,2327,3021
4,148,2002,140,17,40,287,16,1340,1840
4,217,2002,151,52,93,345,26,2420,3087
4,304,2002,367,31,38,642,26,2020,3124
4,314,2002,158,16,42,226,23,1570,2035
4,393,2002,11,0,5,131,1,91,239
4,401,2002,259,15,38,179,21,536,1048
4,405,2002,128,7,32,177,21,953,1318
4,454,2002,92,77,87,252,5,1660,2173
4,456,2002,14,2,3,252,1,162,434
4,461,2002,89,15,31,112,9,845,1101
4,479,2002,32,20,35,130,5,744,966
4,520,2002,103,2,34,121,4,524,788
4,536,2002,73,10,32,138,4,762,1019
4,537,2002,152,31,50,295,58,2041,2627
4,581,2002,144,41,139,541,48,3683,4596
4,589,2002,187,11,53,219,8,1536,2014
4,592,2002,222,60,167,1023,42,3349,4863
4,594,2002,19,2,5,348,0,235,609
4,611,2002,366,32,93,389,45,2322,3247
4,622,2002,39,11,24,74,7,556,711
4,625,2002,156,34,50,135,12,1113,1500
4,668,2002,1154,37,203,2748,76,4999,9217
4,670,2002,53,2,5,724,1,233,1018
4,694,2002,171,46,48,374,6,1486,2131
4,735,2002,167,15,92,631,52,2462,3419
4,744,2002,145,11,20,103,10,678,967
4,751,2002,239,22,56,359,12,2120,2808
4,759,2002,163,12,73,405,69,2555,3277
4,777,2002,51,6,24,77,5,724,887
4,778,2002,10,14,19,31,7,366,447
4,803,2002,73,31,50,249,14,1755,2172
4,806,2002,280,8,57,329,24,1318,2016
4,838,2002,89,22,34,183,7,1425,1760
4,905,2002,208,16,72,464,65,2620,3445
4,872,2002,7238,1040,2361,15621,927,66853,94040
6,71,2002,51,30,3,125,2,407,618
6,130,2002,99,72,15,1147,13,3363,4709
6,133,2002,37,7,2,29,0,164,239
6,216,2002,88,9,4,134,1,380,616
6,234,2002,28,26,4,224,1,966,1249
6,258,2002,137,132,29,1407,11,4405,6121
6,317,2002,3,5,0,215,0,97,320
6,373,2002,104,46,19,304,0,1437,1910
6,402,2002,67,42,6,372,13,1514,2014
6,403,2002,68,35,0,159,2,502,766
6,423,2002,24,20,2,133,0,638,817
6,435,2002,41,37,6,134,1,827,1046
6,495,2002,50,38,4,566,9,1628,2295
6,496,2002,36,58,7,342,1,1087,1531
6,544,2002,31,33,5,300,0,955,1324
6,700,2002,80,39,5,471,4,948,1547
6,709,2002,149,159,40,1202,20,4025,5595
6,716,2002,68,62,8,391,6,1959,2494
6,760,2002,136,142,19,704,1,1737,2739
6,872,2002,1297,992,178,8359,85,27039,37950
10,637,2002,29,9,4,519,1,818,1380
10,817,2002,21,3,5,377,1,653,1060
10,872,2002,50,12,9,896,2,1471,2440
11,7,2002,365,12,153,4856,6,9087,14479
11,8,2002,87,7,13,349,7,2309,2772
11,10,2002,7,4,1,17,0,141,170
11,30,2002,38,4,27,244,0,1538,1851
11,34,2002,79,8,38,524,0,3210,3859
11,113,2002,72,7,24,465,0,2518,3086
11,115,2002,102,9,51,823,4,4157,5146
11,209,2002,78,14,9,245,0,1397,1743
11,292,2002,38,7,21,673,1,2559,3299
11,343,2002,94,11,40,525,1,3715,4386
11,396,2002,63,25,36,741,5,2701,3571
11,419,2002,77,10,50,802,2,4039,4980
11,473,2002,74,9,29,503,0,3253,3868
11,514,2002,57,3,40,506,2,3003,3611
11,568,2002,92,13,41,909,0,4065,5120
11,618,2002,20,7,5,64,0,600,696
11,624,2002,30,5,11,256,0,1052,1354
11,649,2002,69,16,47,566,0,3047,3745
11,654,2002,101,4,22,494,0,1795,2416
11,664,2002,37,3,29,326,0,1994,2389
11,679,2002,14,4,9,119,3,1064,1213
11,714,2002,68,6,40,1510,5,3015,4644
11,715,2002,71,15,50,604,2,3640,4382
11,841,2002,109,18,63,1927,20,2035,4172
11,842,2002,85,10,19,314,0,1632,2060
11,843,2002,70,13,37,376,4,2637,3137
11,903,2002,103,5,35,1490,0,5483,7116
11,904,2002,110,12,45,319,0,2891,3377
11,906,2002,53,3,21,675,0,1994,2746
11,922,2002,28,3,9,945,0,302,1287
11,872,2002,2291,267,1015,22167,62,80873,106675
12,21,2002,43,15,21,593,7,1493,2172
12,119,2002,59,17,16,360,35,1451,1938
12,270,2002,95,37,61,943,19,5844,6999
12,272,2002,37,7,22,279,9,872,1226
12,316,2002,26,1,0,208,14,521,770
12,327,2002,116,27,50,1119,11,2300,3623
12,345,2002,101,15,24,641,28,1736,2545
12,407,2002,66,18,14,310,14,1096,1518
12,414,2002,46,19,15,243,11,991,1325
12,426,2002,47,7,7,240,6,814,1121
12,449,2002,67,37,16,613,11,1429,2173
12,512,2002,44,15,18,513,7,1259,1856
12,546,2002,30,16,19,188,3,1047,1303
12,653,2002,9,13,19,342,5,799,1187
12,656,2002,71,43,30,649,9,1294,2096
12,732,2002,30,10,11,250,14,978,1293
12,734,2002,102,17,16,611,17,1120,1883
12,802,2002,80,20,22,420,7,1229,1778
12,812,2002,131,14,24,521,20,1336,2046
12,935,2002,47,13,22,297,9,912,1300
12,872,2002,1247,361,427,9340,256,28521,40152
13,130,2002,26,9,8,116,0,1058,1217
13,160,2002,17,16,14,153,2,475,677
13,281,2002,0,0,1,2,0,5,8
13,331,2002,14,3,14,47,0,773,851
13,434,2002,50,14,20,178,2,1697,1961
13,477,2002,2,4,3,30,0,115,154
13,509,2002,10,14,11,59,0,649,743
13,518,2002,2,0,0,11,0,55,68
13,556,2002,14,24,9,158,2,1568,1775
13,780,2002,25,27,22,241,0,1693,2008
13,800,2002,18,11,10,69,0,604,712
13,807,2002,13,9,18,127,0,1099,1266
13,894,2002,18,6,8,101,0,670,803
13,872,2002,209,137,138,1292,6,10461,12243
14,36,2002,182,16,67,259,0,834,1358
14,53,2002,26,1,16,42,0,224,309
14,82,2002,232,14,87,299,0,844,1476
14,138,2002,33,5,14,31,0,657,740
14,142,2002,69,12,40,159,0,551,831
14,199,2002,1,0,0,0,0,47,48
14,201,2002,1,0,0,0,0,62,63
14,255,2002,223,15,19,53,0,416,726
14,291,2002,27,7,39,94,0,352,519
14,333,2002,119,0,23,43,0,287,472
14,395,2002,102,7,60,634,10,2423,3236
14,446,2002,1,1,2,7,0,60,71
14,453,2002,40,11,13,95,3,806,968
14,508,2002,45,7,45,93,0,395,585
14,510,2002,180,5,28,49,0,335,597
14,526,2002,7,3,1,18,0,99,128
14,678,2002,224,9,14,57,0,321,625
14,686,2002,164,12,44,227,0,506,953
14,704,2002,2,0,0,7,0,10,19
14,717,2002,201,13,13,62,1,810,1100
14,721,2002,131,7,6,52,0,370,566
14,730,2002,107,8,16,38,0,208,377
14,826,2002,136,24,117,1007,0,1820,3104
14,887,2002,35,15,10,178,4,854,1096
14,872,2002,2288,192,674,3504,18,13291,19967
15,135,2002,166,48,40,641,29,1270,2194
15,158,2002,176,37,19,146,0,352,730
15,169,2002,35,18,4,121,15,647,840
15,229,2002,70,37,5,176,16,979,1283
15,235,2002,130,38,72,706,36,2219,3201
15,237,2002,5,2,2,280,0,119,408
15,256,2002,216,50,15,155,8,564,1008
15,295,2002,56,32,9,117,14,641,869
15,308,2002,99,39,23,261,52,1481,1955
15,310,2002,67,86,21,184,4,1841,2203
15,320,2002,140,31,9,136,1,372,689
15,342,2002,145,71,33,706,31,1635,2621
15,397,2002,261,76,50,724,12,1632,2755
15,399,2002,2,1,1,126,0,71,201
15,400,2002,51,25,13,105,3,337,534
15,482,2002,55,6,13,87,7,617,785
15,523,2002,57,12,8,58,3,318,456
15,527,2002,53,14,2,67,0,296,432
15,646,2002,44,37,6,61,2,434,584
15,648,2002,117,14,16,250,24,1128,1549
15,725,2002,431,55,67,1132,9,2612,4306
15,745,2002,103,26,22,136,5,438,730
15,758,2002,87,26,16,167,3,525,824
15,796,2002,65,16,2,31,1,167,282
15,872,2002,2631,797,468,6573,275,20695,31439
16,59,2002,89,4,17,222,2,1581,1915
16,75,2002,512,32,159,9530,33,18854,29120
16,76,2002,267,22,38,1319,35,5629,7310
16,99,2002,173,6,26,523,7,3991,4726
16,100,2002,120,11,13,472,8,2464,3088
16,124,2002,111,8,23,459,10,3806,4417
16,127,2002,115,3,30,277,5,2332,2762
16,159,2002,53,4,6,151,1,1112,1327
16,177,2002,100,18,12,407,3,2256,2796
16,181,2002,55,12,7,293,7,2612,2986
16,211,2002,53,9,6,390,0,2971,3429
16,223,2002,83,14,18,498,8,2485,3106
16,241,2002,53,1,16,412,5,1534,2021
16,242,2002,48,0,7,80,4,766,905
16,288,2002,37,3,4,125,3,756,928
16,319,2002,155,24,43,477,4,3300,4003
16,339,2002,139,11,26,504,7,3413,4100
16,341,2002,37,2,10,184,4,1718,1955
16,420,2002,30,6,3,356,3,656,1054
16,481,2002,64,4,6,225,2,1064,1365
16,485,2002,144,18,36,532,16,2807,3553
16,493,2002,56,6,26,182,3,1120,1393
16,559,2002,117,30,18,553,14,4013,4745
16,595,2002,60,7,10,407,10,1268,1762
16,596,2002,107,5,16,371,5,2294,2798
16,698,2002,126,6,25,289,10,2066,2522
16,704,2002,15,0,0,400,1,308,724
16,781,2002,100,11,14,600,4,3436,4165
16,884,2002,107,9,19,642,16,3387,4180
16,889,2002,37,1,9,218,2,1942,2209
16,899,2002,40,5,2,172,1,2115,2335
16,872,2002,3203,292,645,21270,233,88056,113699
17,14,2002,48,13,14,497,2,7004,7578
17,155,2002,23,0,1,17,0,199,240
17,263,2002,116,27,12,1927,1,13590,15673
17,358,2002,50,26,0,409,0,4161,4646
17,437,2002,91,21,14,456,0,4442,5024
17,451,2002,42,25,13,302,0,2388,2770
17,489,2002,90,60,20,764,2,8941,9877
17,500,2002,42,28,15,781,0,6450,7316
17,502,2002,60,53,5,1075,0,7553,8746
17,551,2002,54,70,11,547,3,5847,6532
17,647,2002,93,48,10,702,0,5282,6135
17,665,2002,52,12,0,400,0,4004,4468
17,704,2002,0,0,0,305,0,82,387
17,862,2002,111,30,11,844,4,9049,10049
17,879,2002,127,56,36,1708,2,10761,12690
17,930,2002,17,30,0,243,3,1776,2069
17,872,2002,1016,499,162,10977,17,91529,104200
19,64,2002,110,87,9,503,5,2291,3005
19,89,2002,71,30,4,162,3,1517,1787
19,107,2002,115,115,22,344,13,2293,2902
19,118,2002,178,33,29,562,36,2827,3665
19,121,2002,154,98,41,2511,16,11397,14217
19,123,2002,12,1,0,969,0,333,1315
19,174,2002,136,76,25,466,20,2957,3680
19,175,2002,127,82,10,407,11,3197,3834
19,214,2002,106,57,14,332,31,2245,2785
19,221,2002,117,22,12,242,14,1468,1875
19,232,2002,129,97,33,1358,14,4900,6531
19,238,2002,191,74,30,1010,53,4039,5397
19,252,2002,33,26,2,75,1,728,865
19,321,2002,138,148,7,812,12,5151,6268
19,329,2002,228,69,79,2004,18,5292,7690
19,336,2002,31,28,3,124,7,683,876
19,347,2002,134,62,21,690,9,2240,3156
19,364,2002,244,93,47,4012,23,10515,14934
19,366,2002,7,1,1,171,0,98,278
19,369,2002,219,80,32,1669,49,7241,9290
19,371,2002,4,0,0,220,0,121,345
19,406,2002,262,29,68,388,3,2354,3104
19,457,2002,77,37,3,426,5,1855,2403
19,463,2002,74,71,17,719,11,3091,3983
19,466,2002,76,50,27,689,7,2847,3696
19,557,2002,47,43,5,218,0,1510,1823
19,558,2002,72,45,17,605,7,2066,2812
19,579,2002,178,46,27,978,28,3892,5149
19,619,2002,101,88,7,307,23,1917,2443
19,628,2002,42,26,13,496,3,1643,2223
19,657,2002,65,35,12,233,17,1355,1717
19,710,2002,104,98,10,340,16,2512,3080
19,712,2002,93,80,11,466,4,3647,4301
19,727,2002,83,67,10,664,7,2501,3332
19,731,2002,108,32,36,1287,26,3080,4569
19,742,2002,201,136,30,954,26,5956,7303
19,764,2002,134,66,29,840,37,3397,4503
19,771,2002,55,44,4,249,3,1683,2038
19,773,2002,85,72,13,829,11,3724,4734
19,775,2002,99,84,18,1050,9,2505,3765
19,779,2002,56,28,20,206,5,1024,1339
19,782,2002,148,73,18,422,6,3762,4429
19,790,2002,73,46,17,662,36,2772,3606
19,791,2002,82,63,51,739,5,2957,3897
19,865,2002,103,51,13,389,20,2664,3240
19,890,2002,226,68,47,2411,9,5664,8425
19,893,2002,35,20,1,195,7,1014,1272
19,909,2002,96,114,19,527,8,3154,3918
19,872,2002,5259,2891,964,35932,674,146079,191799
20,9,2002,127,45,27,1290,8,3009,4506
20,13,2002,93,28,21,1084,4,2656,3886
20,28,2002,52,18,12,1108,4,1471,2665
20,29,2002,94,66,22,1491,5,2244,3922
20,51,2002,50,8,20,841,7,1514,2440
20,52,2002,79,12,11,454,24,2123,2703
20,95,2002,120,25,23,693,2,2425,3288
20,111,2002,49,32,16,582,3,1576,2258
20,144,2002,85,30,18,1029,17,2486,3665
20,167,2002,71,29,24,748,3,2095,2970
20,247,2002,71,16,8,465,7,1582,2149
20,289,2002,84,22,9,237,0,1051,1403
20,313,2002,60,25,21,549,4,1300,1959
20,344,2002,47,17,7,300,6,1252,1629
20,389,2002,120,22,21,971,10,3158,4302
20,390,2002,76,14,11,497,5,1723,2326
20,487,2002,107,17,15,709,20,2122,2990
20,524,2002,66,4,19,411,5,2327,2832
20,583,2002,386,128,119,13054,18,12571,26276
20,586,2002,6,2,7,1720,0,207,1942
20,606,2002,152,49,50,3964,4,4503,8722
20,608,2002,9,0,0,815,0,228,1052
20,609,2002,130,66,25,1460,7,3365,5053
20,615,2002,168,29,40,1015,24,4523,5799
20,616,2002,35,28,5,263,2,845,1178
20,620,2002,34,12,17,1013,3,1442,2521
20,621,2002,134,38,14,819,8,3770,4783
20,623,2002,69,24,18,1273,6,1681,3071
20,643,2002,63,28,15,446,0,2104,2656
20,661,2002,86,19,11,438,5,1807,2366
20,687,2002,137,51,36,3363,5,4912,8504
20,689,2002,4,2,1,328,0,74,409
20,690,2002,178,42,16,1063,4,3215,4518
20,699,2002,64,29,12,485,13,1546,2149
20,728,2002,32,13,5,331,0,841,1222
20,755,2002,126,33,22,693,4,1810,2688
20,763,2002,100,31,14,686,13,2497,3341
20,797,2002,25,11,4,201,1,539,781
20,808,2002,66,30,13,534,4,950,1597
20,809,2002,119,33,28,454,1,2200,2835
20,849,2002,196,42,75,2663,3,3440,6419
20,850,2002,163,51,35,1154,16,2591,4010
20,928,2002,80,37,21,900,2,2453,3493
20,929,2002,47,29,9,503,9,1278,1875
20,936,2002,143,65,36,1116,17,2932,4309
20,872,2002,4203,1352,953,54213,303,104438,165462
21,132,2002,47,2,20,14,0,210,293
21,164,2002,13,0,9,13,0,63,98
21,186,2002,41,0,19,8,0,40,108
21,362,2002,51,4,25,46,0,265,391
21,363,2002,83,3,44,182,0,698,1010
21,770,2002,24,0,1,8,0,97,130
21,844,2002,6,0,4,6,0,12,28
21,861,2002,56,4,34,21,0,373,488
21,891,2002,4,1,1,7,0,25,38
21,872,2002,325,14,157,305,0,1783,2584
22,297,2002,23,1,5,40,0,41,110
22,299,2002,13,1,2,17,0,24,57
22,302,2002,23,5,12,70,0,86,196
22,375,2002,43,2,3,60,0,119,227
22,468,2002,70,19,22,385,0,275,771
22,471,2002,24,7,4,30,0,54,119
22,733,2002,29,3,4,53,0,95,184
22,872,2002,225,38,52,655,0,694,1664
23,11,2002,23,36,4,772,0,574,1409
23,163,2002,7,9,0,93,0,103,212
23,486,2002,5,5,1,118,0,111,240
23,525,2002,3,2,0,36,0,121,162
23,535,2002,4,11,0,244,0,77,336
23,555,2002,1,4,0,34,0,23,62
23,746,2002,6,7,1,108,0,204,326
23,772,2002,6,2,1,47,0,17,73
23,872,2002,55,76,7,1452,0,1230,2820
24,250,2002,39,3,19,277,0,129,467
24,478,2002,1,1,1,6,0,2,11
24,483,2002,27,9,0,63,0,127,226
24,575,2002,12,0,1,20,0,31,64
24,576,2002,2,0,1,32,0,29,64
24,673,2002,13,0,0,7,0,11,31
24,674,2002,9,1,4,16,0,22,52
24,882,2002,11,1,1,12,0,20,45
24,933,2002,9,1,0,47,0,42,99
24,937,2002,11,1,0,15,0,28,55
24,872,2002,134,17,27,495,0,441,1114
25,38,2002,83,25,15,223,8,1260,1614
25,65,2002,29,47,35,359,28,1992,2490
25,81,2002,58,12,4,199,3,983,1259
25,105,2002,86,10,7,244,7,774,1128
25,109,2002,62,27,18,132,12,1160,1411
25,136,2002,85,15,16,179,4,1140,1439
25,141,2002,27,2,3,49,1,321,403
25,205,2002,187,32,38,1141,3,2879,4280
25,228,2002,21,7,5,40,5,355,433
25,244,2002,63,12,21,178,5,1026,1305
25,290,2002,16,8,4,56,0,341,425
25,294,2002,193,34,14,318,21,1599,2179
25,372,2002,40,17,17,260,8,919,1261
25,385,2002,43,18,23,264,18,1321,1687
25,412,2002,34,11,4,107,0,554,710
25,428,2002,54,18,9,152,2,674,909
25,433,2002,32,32,32,157,2,693,948
25,459,2002,71,9,17,119,24,689,929
25,460,2002,112,42,23,294,4,1572,2047
25,476,2002,155,52,53,1541,19,3416,5236
25,494,2002,81,30,9,282,3,1047,1452
25,553,2002,59,15,6,73,3,303,459
25,565,2002,123,68,29,305,26,1474,2025
25,627,2002,89,9,14,142,8,603,865
25,641,2002,41,17,18,168,0,520,764
25,642,2002,24,5,9,69,2,382,491
25,693,2002,186,41,31,388,23,1892,2561
25,729,2002,51,15,12,110,0,771,959
25,737,2002,52,18,10,314,0,832,1226
25,753,2002,98,15,5,405,5,1376,1904
25,811,2002,38,6,2,69,0,373,488
25,829,2002,2,1,4,294,0,138,439
25,830,2002,8,0,1,175,0,97,281
25,837,2002,144,21,15,291,4,1246,1721
25,872,2002,2447,691,523,9097,248,34722,47728
27,31,2002,75,5,32,231,9,968,1320
27,86,2002,32,11,6,77,3,416,545
27,92,2002,64,14,14,69,7,472,640
27,114,2002,64,14,32,228,5,854,1197
27,271,2002,24,6,11,88,5,370,504
27,274,2002,27,0,11,88,5,434,565
27,277,2002,102,27,24,268,9,1102,1532
27,280,2002,13,0,1,27,2,347,390
27,326,2002,50,17,14,110,4,624,819
27,348,2002,69,19,16,211,12,1012,1339
27,374,2002,45,13,22,109,3,468,660
27,386,2002,123,20,50,565,14,1653,2425
27,442,2002,50,17,16,119,7,703,912
27,464,2002,34,7,10,106,5,437,599
27,533,2002,145,40,125,1075,16,4247,5648
27,550,2002,62,9,14,78,5,575,743
27,562,2002,48,10,5,82,3,385,533
27,574,2002,62,4,14,114,7,503,704
27,582,2002,46,8,8,90,8,306,466
27,626,2002,31,8,16,115,7,488,665
27,667,2002,94,18,41,557,14,2472,3196
27,736,2002,40,6,29,221,6,1068,1370
27,756,2002,79,14,23,292,6,988,1402
27,846,2002,82,12,17,81,4,424,620
27,872,2002,1461,299,551,5001,166,21316,28794
28,12,2002,111,27,124,1236,23,5462,6983
28,20,2002,178,44,121,1233,42,5196,6814
28,79,2002,66,74,55,266,10,2744,3215
28,83,2002,119,51,89,667,6,2772,3704
28,85,2002,46,24,25,288,8,2051,2442
28,112,2002,168,59,109,905,27,6036,7304
28,116,2002,76,46,196,1161,4,5110,6593
28,129,2002,130,24,21,495,13,2382,3065
28,145,2002,116,38,109,629,7,3000,3899
28,185,2002,98,73,171,1038,7,5083,6470
28,187,2002,74,22,31,327,8,2393,2855
28,222,2002,46,16,47,472,5,3060,3646
28,245,2002,131,26,58,286,25,2285,2811
28,257,2002,40,21,43,181,4,1647,1936
28,281,2002,7,4,3,545,2,290,851
28,293,2002,157,54,60,661,19,4442,5393
28,334,2002,162,40,34,497,19,3115,3867
28,378,2002,201,57,256,4060,32,15057,19663
28,384,2002,7,3,5,224,5,673,917
28,391,2002,42,11,32,296,10,2196,2587
28,408,2002,115,61,82,554,7,2679,3498
28,413,2002,69,12,49,460,15,3592,4197
28,415,2002,107,33,104,1364,17,5498,7123
28,444,2002,36,21,58,312,15,2482,2924
28,497,2002,430,37,160,1503,6,4392,6528
28,605,2002,73,39,61,778,14,3849,4814
28,651,2002,106,25,74,582,14,4264,5065
28,718,2002,40,9,60,248,7,2223,2587
28,765,2002,52,21,52,399,2,2478,3004
28,792,2002,70,13,52,514,10,3395,4054
28,801,2002,54,9,44,332,3,1871,2313
28,871,2002,48,18,90,407,1,3174,3738
28,885,2002,144,39,112,788,12,5293,6388
