STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING,THEFT,DOWRY_DEATHS,OTHER_CRIMES,TOTAL_CRIMES
1,184,2005,145,35,72,1574,9,4911,6746
1,204,2005,96,21,36,460,7,3452,4072
1,207,2005,238,44,151,3521,34,8091,12079
1,260,2005,240,27,69,1717,15,6194,8262
1,323,2005,12,0,1,133,4,75,225
1,324,2005,253,55,87,1594,16,5731,7736
1,355,2005,238,67,137,6308,27,10499,17276
1,448,2005,260,84,131,1087,52,7261,8875
1,462,2005,179,21,66,800,14,4677,5757
1,505,2005,143,27,45,825,11,4284,5335
1,511,2005,235,29,42,568,9,4383,5266
1,542,2005,314,62,59,895,17,4277,5624
1,566,2005,178,36,38,661,28,3083,4024
1,613,2005,184,49,51,765,30,5491,6570
1,629,2005,159,33,74,990,11,4016,5283
1,633,2005,126,26,57,827,16,4007,5059
1,682,2005,188,27,52,606,7,3463,4343
1,726,2005,88,15,16,307,22,1679,2127
1,768,2005,12,0,4,409,2,81,508
1,825,2005,36,15,17,323,9,2286,2686
1,912,2005,81,32,87,2211,8,3372,5791
1,915,2005,7,0,1,261,0,47,316
1,919,2005,72,18,8,269,7,2313,2687
1,920,2005,75,28,37,1399,2,2914,4455
1,921,2005,52,12,9,310,7,2170,2560
1,926,2005,210,34,82,997,29,5331,6683
1,932,2005,200,69,58,1531,17,5325,7200
1,872,2005,4474,935,1612,32526,443,117133,157123
2,168,2005,15,2,8,46,0,77,148
2,248,2005,8,0,5,51,0,64,128
2,422,2005,11,1,2,17,0,22,53
2,429,2005,6,2,4,33,0,59,104
2,430,2005,6,0,1,39,0,65,111
2,528,2005,19,3,7,47,0,82,158
2,658,2005,14,6,10,243,0,223,496
2,785,2005,6,13,6,119,0,169,313
2,786,2005,5,2,1,24,0,48,80
2,787,2005,5,3,5,88,0,129,230
2,833,2005,5,0,3,35,0,76,119
2,834,2005,7,2,3,54,0,114,180
2,847,2005,2,1,0,27,0,18,48
2,867,2005,5,0,2,37,0,70,114
2,897,2005,4,0,1,11,0,6,22
2,872,2005,118,35,58,871,0,1222,2304
3,87,2005,42,56,69,299,8,1507,1981
3,90,2005,32,9,24,51,0,190,306
3,137,2005,22,38,31,134,3,597,825
3,151,2005,0,0,0,0,0,15,15
3,152,2005,95,51,110,619,4,3051,3930
3,180,2005,17,17,16,39,7,227,323
3,219,2005,42,47,33,192,4,838,1156
3,243,2005,36,52,45,152,4,654,943
3,246,2005,62,101,84,215,10,1813,2285
3,249,2005,137,57,75,518,4,1304,2095
3,281,2005,5,2,5,114,0,164,290
3,309,2005,36,40,73,189,3,821,1162
3,311,2005,79,54,87,358,0,843,1421
3,328,2005,168,38,147,1947,6,3345,5651
3,330,2005,22,18,35,126,1,686,888
3,418,2005,61,29,44,259,0,588,981
3,431,2005,49,73,86,319,0,364,891
3,445,2005,91,8,39,129,2,416,685
3,447,2005,55,28,31,231,9,729,1083
3,484,2005,48,36,44,129,2,669,928
3,519,2005,44,69,112,287,4,1099,1615
3,580,2005,28,52,47,161,3,690,981
3,600,2005,18,1,10,77,0,114,220
3,603,2005,147,149,185,650,2,2412,3545
3,612,2005,26,27,38,147,2,510,750
3,696,2005,14,8,5,16,0,100,143
3,788,2005,82,38,73,364,2,1076,1635
3,813,2005,94,77,108,698,3,1825,2805
3,866,2005,101,42,75,488,10,1043,1759
3,886,2005,44,21,20,167,6,456,714
3,872,2005,1697,1238,1751,9075,99,28146,42006
4,42,2005,80,29,43,205,9,1377,1743
4,45,2005,28,1,9,70,11,393,512
4,50,2005,224,17,33,374,29,1606,2283
4,58,2005,131,8,85,123,3,595,945
4,77,2005,92,43,44,183,13,978,1353
4,96,2005,181,20,65,362,25,1791,2444
4,106,2005,183,51,114,419,19,2289,3075
4,108,2005,122,14,41,211,16,851,1255
4,110,2005,145,75,101,571,18,2194,3104
4,120,2005,346,14,38,457,38,1960,2853
4,148,2005,176,6,30,400,30,1002,1644
4,217,2005,122,65,54,371,33,2495,3140
4,304,2005,333,22,77,684,8,2294,3418
4,314,2005,283,24,65,322,25,1824,2543
4,393,2005,8,0,3,115,0,69,195
4,401,2005,145,33,46,195,22,968,1409
4,405,2005,104,16,19,245,7,800,1191
4,454,2005,119,88,61,216,26,1275,1785
4,456,2005,11,2,7,231,1,180,432
4,461,2005,89,14,35,73,12,1216,1439
4,479,2005,40,61,84,168,3,661,1017
4,520,2005,83,3,38,136,8,572,840
4,536,2005,76,15,13,112,10,911,1137
4,537,2005,177,42,66,326,17,2207,2835
4,581,2005,270,24,134,612,51,3473,4564
4,589,2005,124,18,54,321,11,1221,1749
4,592,2005,153,80,225,1106,67,3732,5363
4,594,2005,26,1,11,299,0,246,583
4,611,2005,250,25,94,469,65,2097,3000
4,622,2005,72,6,36,123,9,753,999
4,625,2005,170,23,41,201,22,1275,1732
4,668,2005,523,57,275,2510,85,8390,11840
4,670,2005,21,0,2,631,2,294,950
4,694,2005,148,39,60,385,6,1531,2169
4,735,2005,325,18,29,452,37,2523,3384
4,744,2005,105,11,40,186,5,1094,1441
4,751,2005,305,28,97,440,40,2542,3452
4,759,2005,470,32,85,510,76,2060,3233
4,777,2005,33,1,23,74,12,540,683
4,778,2005,18,9,26,46,1,393,493
4,803,2005,88,32,74,288,32,2173,2687
4,806,2005,136,27,59,402,31,1535,2190
4,838,2005,66,40,24,158,7,929,1224
4,905,2005,177,13,133,521,72,2606,3522
4,872,2005,6778,1147,2693,16303,1014,69915,97850
6,71,2005,45,36,5,77,0,358,521
6,130,2005,148,77,36,1359,18,3839,5477
6,133,2005,198,5,1,20,0,177,401
6,216,2005,109,15,6,118,0,450,698
6,234,2005,18,26,9,267,2,987,1309
6,258,2005,155,128,28,1529,14,4793,6647
6,317,2005,10,2,1,255,2,115,385
6,373,2005,107,74,9,362,3,1532,2087
6,402,2005,70,43,10,532,12,2038,2705
6,403,2005,83,68,19,184,3,602,959
6,423,2005,24,24,4,212,1,854,1119
6,435,2005,68,32,11,136,0,775,1022
6,495,2005,47,27,3,473,7,1526,2083
6,496,2005,54,51,5,285,3,945,1343
6,544,2005,28,25,7,349,3,1139,1551
6,617,2005,54,1,0,21,0,87,163
6,700,2005,91,35,11,635,9,1453,2234
6,709,2005,151,125,46,1688,16,5428,7454
6,716,2005,66,81,8,407,5,1852,2419
6,760,2005,74,74,19,436,1,1239,1843
6,839,2005,73,41,8,277,1,813,1213
6,872,2005,1673,990,246,9622,100,31002,43633
10,637,2005,32,11,7,477,0,778,1305
10,817,2005,28,9,10,311,2,454,814
10,872,2005,60,20,17,788,2,1232,2119
11,7,2005,125,35,219,6343,1,10745,17468
11,8,2005,35,7,29,365,0,2489,2925
11,10,2005,6,5,0,6,0,129,146
11,30,2005,38,11,49,331,2,3147,3578
11,34,2005,27,7,24,456,1,2562,3077
11,113,2005,45,8,23,476,0,2136,2688
11,115,2005,97,14,85,1678,3,5709,7586
11,209,2005,61,9,29,231,0,1193,1523
11,292,2005,26,9,29,542,4,2036,2646
11,343,2005,38,12,32,387,0,3911,4380
11,396,2005,60,14,20,568,0,3220,3882
11,419,2005,60,13,38,737,5,4933,5786
11,473,2005,38,14,30,468,0,3447,3997
11,514,2005,58,9,45,677,4,3628,4421
11,568,2005,51,6,55,912,1,3767,4792
11,618,2005,17,6,1,58,0,967,1049
11,624,2005,17,6,6,154,2,1061,1246
11,649,2005,64,11,23,518,1,3228,3845
11,654,2005,56,12,32,409,1,2749,3259
11,664,2005,37,6,22,400,0,2181,2646
11,679,2005,18,1,9,122,1,935,1086
11,714,2005,36,7,37,1285,0,2569,3934
11,715,2005,67,18,56,581,4,4083,4809
11,841,2005,109,23,114,2282,12,2733,5273
11,842,2005,55,9,14,290,5,1873,2246
11,843,2005,51,13,38,454,0,2970,3526
11,903,2005,50,5,39,1753,0,3429,5276
11,904,2005,83,21,37,287,0,2595,3023
11,906,2005,47,11,25,489,1,1121,1694
11,922,2005,13,2,4,1003,0,585,1607
11,872,2005,1485,324,1164,24262,48,86131,113414
12,21,2005,40,19,24,469,9,1503,2064
12,119,2005,65,18,24,598,19,1460,2184
12,270,2005,120,39,91,1445,18,3338,5051
12,272,2005,35,9,20,271,5,942,1282
12,316,2005,21,2,2,203,7,624,859
12,327,2005,103,17,38,1915,10,1886,3969
12,345,2005,101,25,22,802,19,1740,2709
12,407,2005,92,13,14,327,11,886,1343
12,414,2005,64,14,12,293,17,831,1231
12,426,2005,41,19,11,323,6,886,1286
12,449,2005,77,50,31,890,14,1928,2990
12,512,2005,40,24,15,650,5,1430,2164
12,546,2005,19,15,13,203,6,828,1084
12,571,2005,53,34,9,270,7,1194,1567
12,653,2005,11,8,15,369,2,795,1200
12,656,2005,61,56,35,793,11,1182,2138
12,732,2005,44,13,20,389,9,1278,1753
12,734,2005,96,29,16,665,9,1188,2003
12,802,2005,54,15,16,453,10,1119,1667
12,812,2005,115,28,39,677,14,1540,2413
12,935,2005,45,14,25,516,4,1103,1707
12,872,2005,1297,461,492,12521,212,27681,42664
13,130,2005,20,8,9,94,0,1034,1165
13,160,2005,17,12,8,147,1,395,580
13,281,2005,0,0,0,7,0,3,10
13,331,2005,6,4,4,94,0,875,983
13,434,2005,34,23,22,198,0,1746,2023
13,477,2005,4,4,3,47,0,173,231
13,509,2005,23,19,24,167,0,637,870
13,518,2005,0,0,1,2,0,48,51
13,556,2005,19,8,10,129,0,1546,1712
13,780,2005,21,32,14,244,0,1698,2009
13,800,2005,17,11,9,66,0,617,720
13,807,2005,14,15,9,107,1,1090,1236
13,894,2005,14,5,5,112,0,619,755
13,872,2005,189,141,118,1414,2,10481,12345
14,36,2005,86,9,83,290,0,1062,1530
14,53,2005,36,7,11,88,0,268,410
14,82,2005,171,16,109,333,0,1072,1701
14,138,2005,22,5,9,45,0,441,522
14,142,2005,56,6,63,225,0,615,965
14,199,2005,2,0,0,0,0,44,46
14,201,2005,0,0,0,0,0,93,93
14,255,2005,148,7,14,91,0,423,683
14,291,2005,16,5,39,102,0,336,498
14,333,2005,57,10,30,79,0,318,494
14,395,2005,80,20,42,563,4,2376,3085
14,446,2005,0,1,2,9,0,81,93
14,453,2005,41,12,16,69,0,829,967
14,508,2005,46,12,43,117,0,366,584
14,510,2005,82,11,40,104,0,438,675
14,526,2005,2,5,3,20,0,144,174
14,678,2005,120,7,16,82,0,416,641
14,686,2005,112,7,37,180,0,586,922
14,704,2005,1,0,1,9,0,10,21
14,717,2005,114,21,23,109,0,901,1168
14,721,2005,92,6,12,68,0,470,648
14,730,2005,65,1,12,47,0,191,316
14,826,2005,168,18,132,676,0,1889,2883
14,887,2005,35,15,11,108,1,826,996
14,872,2005,1552,201,748,3414,5,14195,20115
15,135,2005,62,36,43,807,19,1444,2411
15,158,2005,169,53,2,177,0,603,1004
15,169,2005,27,11,9,124,14,531,716
15,229,2005,107,46,10,300,3,919,1385
15,235,2005,162,32,68,953,48,2382,3645
15,237,2005,5,2,2,44,3,47,103
15,256,2005,70,38,23,252,12,1176,1571
15,295,2005,52,17,20,140,17,718,964
15,308,2005,164,28,41,461,24,1638,2356
15,310,2005,127,46,29,180,8,883,1273
15,320,2005,180,45,17,120,2,423,787
15,342,2005,138,57,55,963,31,1945,3189
15,397,2005,190,37,43,1035,10,1828,3143
15,399,2005,8,0,2,142,0,248,400
15,400,2005,47,0,6,118,6,363,540
15,482,2005,35,12,14,126,15,614,816
15,523,2005,35,12,6,88,1,317,459
15,527,2005,94,25,18,143,1,334,615
15,646,2005,119,30,9,77,4,480,719
15,648,2005,126,27,44,285,21,1215,1718
15,725,2005,407,102,105,1567,11,2883,5075
15,745,2005,90,44,26,146,4,503,813
15,758,2005,108,33,19,204,3,646,1013
15,796,2005,85,20,10,85,0,260,460
15,872,2005,2607,753,621,8537,257,22400,35175
16,59,2005,71,4,15,234,1,1758,2083
16,75,2005,524,38,131,11982,39,16328,29042
16,76,2005,265,16,44,1312,46,6517,8200
16,99,2005,195,13,41,633,10,4788,5680
16,100,2005,93,17,21,501,5,3795,4432
16,124,2005,82,5,12,341,10,3139,3589
16,127,2005,110,18,22,321,0,2544,3015
16,159,2005,53,7,8,218,3,1215,1504
16,177,2005,60,16,9,359,7,2265,2716
16,181,2005,35,15,6,360,6,3070,3492
16,211,2005,64,14,14,519,2,3679,4292
16,223,2005,56,14,14,452,9,2324,2869
16,241,2005,28,0,7,429,3,1351,1818
16,242,2005,37,4,8,104,5,834,992
16,288,2005,43,1,7,127,4,848,1030
16,319,2005,226,16,33,508,12,4063,4858
16,339,2005,121,10,21,525,8,3435,4120
16,341,2005,33,4,6,187,4,1654,1888
16,420,2005,32,5,8,154,7,635,841
16,481,2005,63,10,10,201,2,1192,1478
16,485,2005,122,20,30,511,19,2423,3125
16,493,2005,51,8,8,169,4,1349,1589
16,559,2005,99,17,12,453,13,2786,3380
16,595,2005,77,8,16,833,6,1660,2600
16,596,2005,77,14,8,416,13,2121,2649
16,698,2005,84,8,10,212,2,2293,2609
16,704,2005,18,0,1,486,2,99,606
16,781,2005,88,17,27,501,7,3529,4169
16,884,2005,118,14,24,753,8,3437,4354
16,889,2005,44,7,9,239,2,1936,2237
16,899,2005,46,3,7,156,2,2109,2323
16,872,2005,3015,343,589,24196,261,89176,117580
17,14,2005,44,22,18,478,1,7059,7622
17,155,2005,13,1,0,12,0,138,164
17,264,2005,27,7,6,701,2,5187,5930
17,265,2005,44,15,14,629,2,7963,8667
17,358,2005,57,28,7,363,2,4043,4500
17,437,2005,41,25,7,402,0,4678,5153
17,451,2005,24,25,9,328,0,2612,2998
17,489,2005,69,47,21,880,2,8970,9989
17,500,2005,37,25,17,752,1,7091,7923
17,503,2005,27,13,12,536,2,2909,3499
17,504,2005,18,36,11,462,2,4004,4533
17,551,2005,61,50,13,705,0,6031,6860
17,647,2005,60,53,10,534,1,4838,5496
17,665,2005,36,14,9,359,1,3969,4388
17,704,2005,0,0,0,166,0,56,222
17,862,2005,76,38,23,782,2,8718,9639
17,880,2005,23,10,21,859,0,4582,5495
17,881,2005,59,36,22,964,2,8025,9108
17,930,2005,13,33,6,273,1,1838,2164
17,872,2005,729,478,226,10185,21,92711,104350
19,41,2005,35,31,7,241,5,1139,1458
19,48,2005,79,47,7,214,9,1585,1941
19,64,2005,101,58,10,341,4,2410,2924
19,89,2005,61,41,5,340,2,1886,2335
19,107,2005,96,136,14,386,22,2351,3005
19,118,2005,218,29,21,490,28,3143,3929
19,121,2005,143,79,31,2316,13,8268,10850
19,123,2005,5,1,1,1199,3,335,1544
19,147,2005,25,14,1,197,3,1209,1449
19,174,2005,134,46,12,395,18,3046,3651
19,175,2005,103,122,19,466,15,3238,3963
19,214,2005,108,43,12,273,31,1808,2275
19,221,2005,98,30,20,260,7,1764,2179
19,232,2005,133,86,32,1031,20,4773,6075
19,238,2005,168,134,40,923,41,3921,5227
19,252,2005,27,32,1,57,2,606,725
19,321,2005,74,77,5,477,3,2785,3421
19,329,2005,232,61,44,2445,21,5962,8765
19,336,2005,33,32,7,163,7,856,1098
19,347,2005,106,64,16,641,10,2709,3546
19,364,2005,241,102,59,3743,29,11852,16026
19,366,2005,2,3,0,140,0,175,320
19,369,2005,208,92,36,1309,34,7784,9463
19,371,2005,3,0,0,392,2,177,574
19,406,2005,197,37,48,261,1,1961,2505
19,457,2005,58,46,3,367,30,2030,2534
19,463,2005,91,56,36,848,8,3341,4380
19,466,2005,82,61,9,806,21,2993,3972
19,557,2005,59,61,8,140,4,1190,1462
19,558,2005,65,31,18,591,7,2334,3046
19,579,2005,167,32,30,748,27,4018,5022
19,619,2005,84,65,2,221,21,2220,2613
19,628,2005,31,27,9,478,1,1314,1860
19,657,2005,60,33,12,218,14,1150,1487
19,710,2005,101,97,14,361,8,2787,3368
19,712,2005,73,75,19,582,4,3740,4493
19,727,2005,84,74,13,618,10,2998,3797
19,731,2005,99,64,26,903,42,2822,3956
19,742,2005,181,110,31,985,34,5994,7335
19,764,2005,131,75,18,853,34,4130,5241
19,771,2005,37,57,10,228,22,2100,2454
19,773,2005,61,43,6,477,13,1952,2552
19,775,2005,76,73,15,821,6,2579,3570
19,779,2005,30,21,4,145,1,966,1167
19,782,2005,159,58,22,482,2,2990,3713
19,790,2005,59,47,22,590,23,2920,3661
19,791,2005,96,73,11,559,14,2204,2957
19,865,2005,90,40,15,399,18,2199,2761
19,890,2005,189,74,28,1596,17,5467,7371
19,893,2005,32,34,3,187,1,951,1208
19,909,2005,92,97,15,531,27,3182,3944
19,872,2005,4917,2921,847,33434,739,146314,189172
20,9,2005,148,56,33,1501,0,3503,5241
20,13,2005,86,21,24,1566,3,2894,4594
20,28,2005,55,23,11,966,2,1516,2573
20,29,2005,101,60,18,1189,10,2277,3655
20,51,2005,49,26,12,887,2,1500,2476
20,52,2005,63,9,6,491,26,2120,2715
20,95,2005,114,25,26,1155,7,2997,4324
20,111,2005,38,15,17,662,3,1663,2398
20,144,2005,113,42,23,1077,53,2932,4240
20,167,2005,79,41,17,1056,2,2251,3446
20,247,2005,77,15,9,442,10,1705,2258
20,289,2005,105,22,5,261,1,872,1266
20,313,2005,50,22,18,601,1,1416,2108
20,344,2005,45,15,15,403,2,1428,1908
20,389,2005,129,52,26,987,4,3365,4563
20,390,2005,77,20,13,602,21,2147,2880
20,487,2005,127,26,25,975,22,2248,3423
20,524,2005,89,24,22,657,40,2547,3379
20,583,2005,348,201,198,15440,9,15236,31432
20,586,2005,6,2,7,1608,0,195,1818
20,606,2005,174,52,57,4153,4,5165,9605
20,608,2005,11,1,3,922,0,173,1110
20,609,2005,95,51,19,1510,8,3132,4815
20,615,2005,182,41,42,1034,17,4104,5420
20,616,2005,49,19,3,230,3,864,1168
20,620,2005,45,21,16,1242,0,1452,2776
20,621,2005,136,50,25,910,8,3384,4513
20,623,2005,72,19,15,1587,9,2141,3843
20,643,2005,60,22,7,664,1,2273,3027
20,661,2005,72,14,13,534,10,1740,2383
20,687,2005,191,79,102,5713,1,5731,11817
20,689,2005,2,0,0,164,0,42,208
20,690,2005,166,46,33,1440,6,3652,5343
20,699,2005,63,25,8,575,4,1647,2322
20,728,2005,24,27,7,456,2,942,1458
20,755,2005,89,34,32,1007,7,1899,3068
20,763,2005,91,31,26,1135,6,2488,3777
20,797,2005,23,4,4,233,0,589,853
20,808,2005,39,20,10,596,1,978,1644
20,809,2005,135,40,26,716,6,2440,3363
20,849,2005,158,60,85,3315,1,4045,7664
20,850,2005,191,66,47,1186,5,3105,4600
20,928,2005,75,35,31,820,4,3053,4018
20,929,2005,48,12,15,564,10,1447,2096
20,936,2005,145,59,43,1645,10,3537,5439
20,872,2005,4235,1545,1194,64877,341,114835,187027
21,132,2005,68,3,7,24,0,238,340
21,164,2005,30,0,1,7,0,51,89
21,186,2005,74,0,4,15,0,82,175
21,362,2005,88,4,28,38,0,365,523
21,363,2005,117,10,41,180,0,710,1058
21,770,2005,22,0,3,9,0,86,120
21,844,2005,9,1,1,4,0,32,47
21,861,2005,84,7,20,32,0,339,482
21,891,2005,16,0,1,4,0,58,79
21,872,2005,508,25,106,313,0,1961,2913
22,297,2005,16,4,7,51,0,80,158
22,299,2005,7,0,2,20,0,20,49
22,302,2005,15,3,11,70,0,168,267
22,375,2005,46,10,7,85,0,138,286
22,468,2005,52,25,19,369,1,296,762
22,471,2005,15,12,0,53,0,95,175
22,733,2005,18,9,2,71,0,83,183
22,872,2005,169,63,48,719,1,880,1880
23,11,2005,8,10,5,322,0,189,534
23,163,2005,7,5,1,130,0,90,233
23,486,2005,3,2,0,100,0,47,152
23,525,2005,6,2,2,131,2,106,249
23,535,2005,8,6,2,282,0,170,468
23,555,2005,6,6,2,37,0,53,104
23,746,2005,5,2,1,168,2,92,270
23,772,2005,5,4,0,55,0,82,146
23,872,2005,48,37,13,1225,4,829,2156
24,250,2005,27,7,5,207,0,104,350
24,478,2005,0,0,0,4,0,15,19
24,483,2005,26,5,12,90,0,121,254
24,575,2005,5,0,0,20,0,22,47
24,576,2005,18,1,1,33,0,31,84
24,673,2005,8,1,0,12,0,9,30
24,674,2005,3,1,2,18,0,28,52
24,882,2005,9,1,2,13,0,52,77
24,933,2005,14,0,4,43,0,25,86
24,937,2005,3,1,0,27,0,19,50
24,872,2005,113,17,26,467,0,426,1049
25,38,2005,87,28,15,434,5,1478,2047
25,65,2005,45,43,41,433,32,1990,2584
25,81,2005,87,21,12,319,9,1207,1655
25,105,2005,75,6,7,380,1,1035,1504
25,109,2005,49,37,18,178,9,1429,1720
25,136,2005,119,37,40,278,11,1136,1621
25,141,2005,20,7,2,53,3,324,409
25,205,2005,153,29,71,1229,39,2676,4197
25,228,2005,30,16,8,82,1,444,581
25,244,2005,92,8,12,220,20,1194,1546
25,290,2005,29,9,6,81,1,294,420
25,294,2005,122,26,25,317,28,1430,1948
25,372,2005,61,14,11,215,11,906,1218
25,385,2005,50,20,39,265,25,1387,1786
25,412,2005,26,19,6,243,1,899,1194
25,428,2005,53,30,11,166,5,799,1064
25,433,2005,39,20,20,121,8,739,947
25,459,2005,71,23,20,197,19,829,1159
25,460,2005,136,36,21,376,12,1687,2268
25,476,2005,114,57,65,1841,17,3338,5432
25,494,2005,65,45,27,275,2,1137,1551
25,553,2005,72,7,7,64,3,342,495
25,565,2005,108,102,40,349,19,1641,2259
25,627,2005,35,17,25,195,4,715,991
25,641,2005,42,18,8,116,2,570,756
25,642,2005,13,6,7,114,2,609,751
25,693,2005,188,31,24,513,30,1691,2477
25,729,2005,47,17,3,130,2,766,965
25,737,2005,42,17,12,366,8,906,1351
25,753,2005,128,15,25,483,3,1392,2046
25,811,2005,24,4,1,53,0,265,347
25,829,2005,5,1,1,298,0,121,426
25,830,2005,4,1,3,112,0,95,215
25,837,2005,127,32,8,274,2,1312,1755
25,872,2005,2358,799,641,10770,334,36783,51685
27,31,2005,75,5,20,177,2,845,1124
27,86,2005,23,11,2,61,3,373,473
27,92,2005,52,24,18,126,7,858,1085
27,114,2005,97,30,37,388,2,993,1547
27,271,2005,53,6,10,115,1,394,579
27,274,2005,22,6,6,87,4,502,627
27,278,2005,81,24,14,265,8,962,1354
27,280,2005,8,1,1,29,2,254,295
27,326,2005,49,16,17,129,6,631,848
27,348,2005,64,23,19,156,8,850,1120
27,374,2005,39,12,16,163,0,611,841
27,386,2005,146,37,80,570,7,2086,2926
27,442,2005,49,18,24,200,2,738,1031
27,464,2005,43,11,12,182,2,706,956
27,533,2005,116,42,52,575,5,1917,2707
27,550,2005,56,9,18,112,7,495,697
27,562,2005,46,15,11,91,1,449,613
27,574,2005,56,9,18,141,3,646,873
27,582,2005,56,18,23,149,3,523,772
27,626,2005,36,14,12,223,2,563,850
27,667,2005,91,19,24,518,8,2126,2786
27,736,2005,37,18,12,221,6,910,1204
27,756,2005,67,11,21,177,7,872,1155
27,846,2005,74,19,11,87,3,479,673
27,872,2005,1436,398,478,4942,99,19783,27136
28,12,2005,97,26,89,1231,11,4407,5861
28,20,2005,171,52,86,1279,31,5302,6921
28,79,2005,41,29,33,191,7,2125,2426
28,83,2005,114,45,47,358,3,2410,2977
28,85,2005,55,19,26,277,13,2089,2479
28,112,2005,202,46,88,858,35,5435,6664
28,116,2005,83,39,136,1137,14,3696,5105
28,129,2005,125,30,20,523,12,2708,3418
28,145,2005,95,41,70,341,5,2591,3143
28,185,2005,107,61,133,843,7,4524,5675
28,187,2005,52,18,28,230,7,1923,2258
28,222,2005,48,12,30,636,13,2711,3450
28,245,2005,118,25,53,339,17,2348,2900
28,257,2005,32,9,31,95,3,1298,1468
28,281,2005,7,2,2,476,0,429,916
28,293,2005,173,45,53,686,10,3888,4855
28,334,2005,127,36,28,366,12,2616,3185
28,378,2005,183,82,211,4911,40,14866,20293
28,384,2005,7,2,9,179,5,540,742
28,391,2005,37,5,22,216,5,1823,2108
28,408,2005,127,40,68,525,6,2792,3558
28,413,2005,40,31,29,387,11,2857,3355
28,415,2005,149,29,75,1630,16,4557,6456
28,444,2005,46,22,62,425,14,2597,3166
28,497,2005,347,40,109,1454,5,4818,6773
28,605,2005,65,33,43,530,15,3392,4078
28,651,2005,68,36,68,549,8,3964,4693
28,718,2005,37,8,47,256,0,1970,2318
28,765,2005,51,23,36,485,8,2456,3059
28,792,2005,97,21,68,564,12,3461,4223
28,801,2005,54,23,24,293,4,1734,2132
28,871,2005,50,18,64,463,1,3248,3844
28,885,2005,136,45,105,982,11,5139,6418
28,872,2005,3141,993,1993,23715,361,110714,140917
29,259,2005,15,8,2,87,0,159,271
29,634,2005,2,1,0,11,0,18,32
29,815,2005,4,6,1,57,0,105,173
29,931,2005,3,3,0,15,0,55,76
29,872,2005,24,18,3,170,0,337,552
30,171,2005,298,43,55,3719,30,15982,20127
30,172,2005,2,0,0,97,0,274,373
30,192,2005,209,33,47,1723,8,7980,10000
30,193,2005,39,6,4,1080,3,2713,3845
30,203,2005,150,32,32,555,13,5676,6458
30,239,2005,63,7,31,237,5,2384,2727
30,251,2005,124,17,36,511,5,4136,4829
30,266,2005,83,22,22,738,5,5509,6379
30,432,2005,104,18,29,539,12,4383,5085
30,441,2005,71,13,16,373,1,2589,3063
30,450,2005,48,6,15,323,5,2468,2865
30,506,2005,63,10,30,458,10,4453,5024
30,540,2005,106,24,36,559,4,4651,5380
30,541,2005,61,5,20,555,3,2740,3384
30,604,2005,74,12,20,290,2,3275,3673
30,614,2005,55,0,35,252,0,2968,3310
30,632,2005,32,13,9,195,0,1446,1695
30,672,2005,68,19,19,259,3,2315,2683
30,685,2005,62,14,34,356,4,3282,3752
30,723,2005,57,5,17,177,4,2634,2894
30,749,2005,225,52,107,417,14,5276,6091
30,750,2005,25,4,12,301,6,3677,4025
30,805,2005,55,2,9,318,8,2008,2400
30,851,2005,118,9,45,775,7,3141,4095
30,852,2005,80,3,17,309,2,2816,3227
30,855,2005,183,27,26,466,5,4823,5530
30,856,2005,57,2,10,192,1,929,1191
30,857,2005,46,15,21,275,14,2690,3061
30,858,2005,51,26,35,398,5,2456,2971
30,859,2005,36,4,11,301,1,2711,3064
30,860,2005,134,17,25,568,3,3824,4571
30,876,2005,1,0,0,80,0,119,200
30,877,2005,85,19,53,349,7,3342,3855
30,878,2005,28,1,7,401,2,2496,2935
30,908,2005,81,23,37,740,12,5518,6411
30,917,2005,151,49,49,421,9,5280,5959
30,918,2005,74,19,58,719,2,4356,5228
30,872,2005,3199,571,1029,20026,215,137320,162360
31,233,2005,17,15,21,46,1,228,328
31,634,2005,44,47,19,130,3,484,727
31,815,2005,35,42,21,168,11,664,941
31,931,2005,81,58,24,212,19,966,1360
31,872,2005,177,162,85,556,34,2342,3356
32,5,2005,241,29,120,1327,38,3044,4799
32,15,2005,376,61,112,1088,43,2486,4166
32,18,2005,262,17,67,733,40,2398,3517
32,26,2005,88,11,32,192,13,550,886
32,49,2005,99,9,36,129,22,667,962
32,54,2005,175,10,34,338,27,1446,2030
32,55,2005,361,22,77,248,32,1263,2003
32,61,2005,152,13,33,182,10,612,1002
32,62,2005,93,25,41,192,21,792,1164
32,67,2005,88,2,8,160,12,593,863
32,71,2005,29,6,5,64,4,201,309
32,73,2005,99,16,16,144,22,712,1009
32,80,2005,115,30,35,298,21,1139,1638
32,84,2005,433,48,107,691,37,2704,4020
32,91,2005,45,13,13,143,7,601,822
32,128,2005,113,22,35,271,26,967,1434
32,143,2005,322,33,81,458,41,1788,2723
32,166,2005,53,6,6,67,9,343,484
32,183,2005,33,10,9,33,12,309,406
32,230,2005,75,7,19,152,17,790,1060
32,267,2005,328,16,59,285,43,1210,1941
32,268,2005,126,12,71,156,29,1210,1604
32,269,2005,98,11,35,222,15,845,1226
32,273,2005,138,10,31,112,14,460,765
32,275,2005,133,7,28,123,22,829,1142
32,279,2005,239,17,71,471,48,1300,2146
32,281,2005,31,3,4,1138,1,825,2002
